text,labels
"Vaccines are produced on the basis of cells from aborted foetuses, which is a very sensitive topic for many religious groups. Hindu, Protestant, Muslim and Jewish communities essentially oppose abortion for religious reasons.",[0. 1. 0. 0. 0. 0. 0.]
Vaccinations threaten God’s world order. Christian-Protestant congregations believe that vaccination is an expression of ‘improper meddling in God’s work’.,[0. 1. 0. 0. 0. 0. 0.]
Vaccines contain material propagated on pig-derived cells. This is a sensitive topic for religions such as Judaism and Islam.,[0. 1. 0. 0. 0. 0. 0.]
Vaccines are produced on the basis of cells derived from the foreskin. This topic is sensitive for orthodox Jews and is not true.,[0. 1. 0. 0. 0. 0. 0.]
Vaccines contain gelatine obtained from the tissues of the cow’s body. This is not true. Only hydrolyzed pork gelatine is used in vaccines. This is a sensitive topic for Hindus for,[0. 1. 0. 0. 0. 0. 0.]
"whom the cow is sacred, and therefore insist on vaccines without cow material.",[0. 1. 0. 0. 0. 0. 0.]
Vaccines contain gelatine derived from pigs. This is true. This is sensitive topic for radical followers of Judaism and the religion of Islam.,[0. 1. 0. 0. 0. 0. 0.]
Vaccine not sufficiently tested,[1. 0. 0. 0. 0. 0. 0.]
Fear of side effects,[0. 0. 1. 0. 0. 0. 0.]
Not sufficiently informed,[1. 0. 0. 0. 0. 0. 0.]
Suspicious of pharmaceutical lobbying,[1. 0. 0. 0. 0. 0. 0.]
Doubts concerning efficacy,[1. 0. 0. 0. 0. 0. 0.]
Duration of protection,[1. 0. 0. 0. 0. 0. 0.]
Anti-vaccine attitudes,[0. 0. 0. 0. 1. 0. 0.]
Daughter is too young/ not sexually active,[0. 0. 0. 0. 1. 0. 0.]
Upheld family values,[0. 1. 0. 0. 0. 0. 0.]
Other mode of protection,[0. 0. 0. 0. 1. 0. 0.]
Influence of the pharmaceutical industry on vaccination policy and public authorities,[1. 0. 0. 0. 0. 0. 0.]
Aluminium,[0. 0. 1. 0. 0. 0. 0.]
Sudden infant death,[0. 0. 1. 0. 0. 0. 0.]
Cyclical evolution of diseases,[0. 0. 0. 0. 1. 0. 0.]
Low vaccination rates among health workers,[1. 0. 0. 0. 0. 0. 0.]
"Autism, Guillain–Barré syndrome, multiple sclerosis, and cancer.",[0. 0. 1. 0. 0. 0. 0.]
Vaccine ingredients,[0. 0. 1. 0. 0. 0. 0.]
Evolving philosophical and religious objections.,[0. 1. 0. 0. 0. 0. 0.]
Concern about the number of vaccines that are being given to children.,[0. 0. 1. 0. 1. 0. 0.]
Role of the government and pharmaceutical industry (Questioned the intentions of the pharmaceutical industry and government agencies that promote vaccination.),[1. 0. 0. 0. 0. 0. 0.]
Balancing risk vs. benefit,[0. 0. 1. 0. 0. 0. 0.]
Parental autonomy,[0. 0. 0. 1. 0. 0. 0.]
"Concern that vaccines are mass produced and are not able to be tailored for an individual’s biological response or risk, which is contrary to other aspects of health care that are highly personalized.",[1. 0. 0. 0. 0. 0. 0.]
Overwhelmingly put protecting their child over protecting society’s children.,[0. 0. 0. 1. 0. 0. 0.]
"Mainstream media: Overstating risks (Mainstream media overstates the risk of communicable diseases to promote vaccination, as well as instills a sense of fear of the disease.)",[1. 0. 1. 0. 0. 0. 0.]
Social media: Censoring ,[0. 0. 0. 1. 0. 0. 0.]
"Information about immunization was being willfully distorted, suppressed or otherwise withheld from the public (The diseases vaccines are meant to prevent have declined, owing to better sewage, water, hygiene and nutrition; immune ).",[1. 0. 0. 0. 1. 0. 0.]
"Allegedly reliable information about immunization that ran counter to generally accepted wisdom about the benefits, safety and efficacy of vaccines. Included here were accounts of ’experts‘ who disagreed with the orthodoxy on vaccines.",[1. 0. 0. 0. 0. 0. 1.]
"The promotion of vaccines was motivated by monetary gain; and those doctors, pharmaceutical companies, researchers and public health bureaucrats were colluding in this regard (Vaccines are ineffective).",[1. 0. 0. 0. 0. 0. 0.]
Regulation of the administration of vaccines involved a threat to civil liberties and was an excessive exertion of governmental control.,[0. 0. 0. 1. 0. 0. 0.]
"Anti-immunisationists positioned themselves as caring and concerned friends or allies of parent, together pitted against the collusive interests of uncaring doctors and government. ",[1. 0. 0. 1. 0. 0. 0.]
Vaccines are toxic and poisonous or that their contents are made from undesirable products.,[0. 0. 1. 0. 0. 0. 0.]
Vaccines were the cause of diseases or behavioral problems of unknown or uncertain origin (the pertussis vaccine causes brain damage; Vaccines erode the immune system).,[0. 0. 1. 0. 0. 0. 0.]
"’Natural’ methods of preventing diseases are more desirable than the ‘artificial’ method of vaccination (Homeopathy is an alternative to vaccination; Good diet, exercise, clean water and fresh air will develop ’natural’ immunity, making vaccination unnecessary; natural health practices).",[0. 0. 0. 0. 1. 0. 0.]
"The human body is perfectly designed by God and, therefore, capable of coping with diseases without “man-made” interventions",[0. 1. 0. 0. 0. 0. 0.]
"The introduction of unclean/unnatural materials into one’s “temple” is a sin against God, as well as a slight against God’s ability to design humans perfectly.",[0. 1. 0. 0. 0. 0. 0.]
"Similar ideological opposition to vaccines, perceiving them to be “unnatural or artificial”.",[0. 0. 0. 0. 1. 0. 0.]
Conspiracy theories involving the use of vaccines to test drugs on unsuspecting citizens,[1. 0. 0. 0. 0. 0. 0.]
"A broader capitalistic ploy to control the population, ensuring that parents are kept in the work force rather than at home tending to sick children.",[1. 0. 0. 0. 0. 0. 0.]
The popular green/organic movement in consumer culture where an increasing number of consumers attempt to reconnect with “nature” by seeking more “natural” remedies/techniques to address their health concerns.,[0. 0. 0. 0. 1. 0. 0.]
Some vaccines are harmful and therefore freedom of choice should take precedent.,[0. 0. 1. 1. 0. 0. 0.]
"Freedom of choice also relates to a parent’s ability to choose specific diseases to immunize their children against, rather than having to accept all of the prescribed vaccines.",[0. 0. 0. 1. 0. 0. 0.]
"[The] drastic reduction in some common diseases is due to improved standards of living, hygiene, and nutrition,",[0. 0. 0. 0. 1. 0. 0.]
Perceive vaccinations as being riskier than the diseases themselves (mumps and chicken pox).,[0. 0. 1. 0. 0. 0. 0.]
"Children are receiving too many unnecessary, and potentially dangerous, vaccines too early in life.",[0. 0. 1. 0. 1. 0. 0.]
"When Japan raised their vaccination age, from two months to two years in 1975, the rate of Sudden Infant Death Syndrome (SIDS) dropped from 13th in the world to becoming the lowest.",[0. 0. 0. 0. 1. 0. 0.]
"The increase in allergies, ADHD, and autism may all be attributed, or related, to the increase in vaccinations.",[0. 0. 1. 0. 0. 0. 0.]
"When someone is exposed to multiple toxins simultaneously, toxicity levels and adverse side effects increase exponentially, as opposed to when the individual toxins in vaccines are tested separately in isolation.",[0. 0. 1. 0. 1. 0. 0.]
"In some susceptible sub-groups, the risk of an autism related vaccination injury is as high as one in seven",[0. 0. 1. 0. 0. 0. 0.]
France-centred perception that does not consider international experience,[0. 0. 0. 0. 0. 1. 0.]
Sex and sexuality are a taboo topic of discussion in France,[0. 1. 0. 0. 0. 0. 0.]
Accelerates sexual behaviour,[0. 1. 0. 0. 0. 0. 0.]
Possibility of getting flu despite flu shot,[1. 0. 0. 0. 0. 0. 0.]
"Alzheimer, narcolepsy, flu",[0. 0. 1. 0. 0. 0. 0.]
"Hygiene, vitamin D, eating healthily, exposure to the sun, and wearing functional sportswear",[0. 0. 0. 0. 1. 0. 0.]
"Autism (caused by ‘‘heavy metals’’, including ‘‘mercury’’ and ‘‘thimerosal.’)’",[0. 0. 1. 0. 0. 0. 0.]
Immune system overload,[0. 0. 1. 0. 1. 0. 0.]
Potential of serious adverse reactions,[0. 0. 1. 0. 0. 0. 0.]
Did not understand the need for immunizations.,[0. 0. 1. 0. 0. 0. 0.]
Did not understand why immunizations were given on a standardized time schedule.,[1. 0. 0. 0. 0. 0. 0.]
Parents wanted to feel as though their child’s plan of care was individualized.,[1. 0. 0. 0. 0. 0. 0.]
The vaccine-autism link,[0. 0. 1. 0. 0. 0. 0.]
Mixed messages between family members or friends and providers cause indifference and consequently create a barrier to vaccination.,[1. 0. 0. 0. 0. 0. 1.]
Partner’s dissuasive role; often due to the latter’s lack of knowledge or lower vaccine uptake.,[0. 0. 0. 0. 0. 0. 1.]
Several women and providers appear unaware of the threat of illness and appropriate action to reduce the threat.,[0. 0. 1. 0. 0. 0. 0.]
They perceive it as harmful and therefore their fear serves as a barrier to vaccination; a potential threat to themselves or their fetus.,[0. 0. 1. 0. 0. 0. 0.]
"Some others previously vaccinated, perceive the vaccine causes influenza. An unvaccinated 34-year-old primipara reports,",[0. 0. 0. 0. 1. 0. 1.]
"Daily health habits such as eating healthy foods, keeping their environment clean, and frequent hand-washing as more important than ‘‘medicine.’’",[0. 0. 0. 0. 1. 0. 0.]
Believes influenza is not a serious threat:,[0. 0. 1. 0. 0. 0. 0.]
"Did not want to take two vaccines; as the H1N1 vaccine took preference, a barrier to the seasonal vaccine was created.",[0. 0. 1. 0. 1. 0. 0.]
"Not having enough time to learn, do research, make a decision",[1. 0. 0. 0. 0. 0. 0.]
Information that equally mentions benefits and risks,[1. 0. 0. 0. 0. 0. 0.]
"Concern vaccines could cause autism or other long-term health issues, including asthma, allergies",[0. 0. 1. 0. 0. 0. 0.]
Flu,[0. 0. 0. 0. 1. 0. 0.]
"Lack of control over number of, scheduling of, or use of combination vaccinations",[0. 0. 1. 1. 1. 0. 0.]
"Fever, arm swelling, fussiness",[0. 0. 1. 0. 0. 0. 0.]
"The influenza vaccine was described as unnecessary, unreliable, a joke, or a scam compared to other vaccines that have provided great advancements in preventing communicable disease (i.e polio).",[1. 0. 1. 0. 0. 0. 0.]
Variable efficacy of the vaccine,[1. 0. 0. 0. 0. 0. 0.]
Vested interests and profits of ‘Big Pharma’ and governments in advocating this vaccination every year,[1. 0. 0. 0. 0. 0. 0.]
Complacency about influenza as a serious disease.,[0. 0. 1. 0. 0. 0. 0.]
Violation of freedom.,[0. 0. 0. 1. 0. 0. 0.]
Defenses naturally acquire,[0. 0. 0. 0. 1. 0. 0.]
Healthy child without vaccines,[0. 0. 0. 0. 1. 0. 0.]
Measles is not serious,[0. 0. 1. 0. 0. 0. 0.]
Children too fragile,[0. 0. 1. 0. 1. 0. 0.]
Solution to adapt doses,[1. 0. 0. 0. 0. 0. 0.]
Dangerous vaccines,[0. 0. 1. 0. 0. 0. 0.]
French concerns,[0. 0. 0. 0. 0. 1. 0.]
Previous scandals,[1. 0. 0. 0. 0. 0. 0.]
Lack of transparency,[1. 0. 0. 0. 0. 0. 0.]
Conspiracy between state and pharmaceutical industry,[1. 0. 0. 0. 0. 0. 0.]
Secondary diseases to vaccines,[0. 0. 1. 0. 0. 0. 0.]
Recognition by the medical body,[1. 0. 0. 0. 0. 0. 0.]
Legal recognition of adverse reactions,[1. 0. 0. 0. 0. 0. 0.]
Diseases caused by his injection,[0. 0. 1. 0. 0. 0. 0.]
Link proven by scientific studies,[1. 0. 0. 0. 0. 0. 0.]
French problem,[0. 0. 0. 0. 0. 1. 0.]
"Beliefs in a metaphysical origin for Ebola; Ebola come from witchcraft, curses, or bad lack; Traditional healers and spiritual leaders are reliable for treatment of Ebola.",[0. 0. 0. 0. 1. 0. 0.]
Ebola viewed as divine punishment; Prayers were a powerful tool that could stop Ebola; People could contract Ebola from a demon or as a result of offending God.,[0. 1. 0. 0. 0. 0. 0.]
"Ebola-infected corpses do not have the potential to transmit Ebola; Touching, bathing, and dressing an Ebola-infected corpse or attending a funeral of an Ebola victim have a high risk for Ebola infection. Some of them could not understand how even shaking hands at a funeral could lead to the spread of Ebola.",[0. 0. 1. 0. 1. 0. 0.]
Nosocomial Ebola; People contracted Ebola from health facilities.,[1. 0. 0. 0. 0. 0. 0.]
"Lack of hygiene as the cause of Ebola; Have been living in war and poverty for years, water supply and sanitation might be a challenge.",[0. 0. 0. 0. 1. 0. 0.]
"Bathing in the Congo River causes Ebola; You can be infected by Ebola by being in contact with the Congo River, such as when fishing, bathing, or drinking.",[0. 0. 0. 0. 1. 0. 0.]
Denial and doubt; Ebola does not exist in East DR Congo.,[0. 0. 0. 0. 1. 0. 0.]
Genocide; Theory of a plot that Ebola was created to exterminate African black people was very prevalent. Some people refused to be vaccinated against Ebola because they (…) feared becoming infertile,[1. 0. 1. 0. 0. 0. 0.]
"Ebola as a biological weapon; Ebola was a bioweapon, made in a laboratory in a foreign country to harm people in the Kivus; The length of this outbreak in the Kivus and the prevalent eating habits (that is, not hunting bats for food) supported their belief that Ebola was a bioweapon; vaccinations were seen by some to be an experiment conducted so that the US army would have a reliable vaccine in the future to protect its soldiers; White people were testing drugs that they were preparing for a future biological attack.",[1. 0. 0. 0. 0. 0. 0.]
"Organ trafficking; White people and other foreigners were often accused of spreading Ebola to harvest organs for trafficking with the help of local HCWs; Infecting people with Ebola, who were then killed, and then their organs were harvested and the body was filled up with concrete and buried; high mortality in ETCs and the use of opaque plastic bags for burials without family members",[1. 0. 0. 0. 0. 0. 0.]
"Ebola as a business; International pharmaceutical companies, national health officials, and some frontline responders were making money from Ebola, not doing all they could to completely eradicate the outbreak by making a coordinated effort; National health officials in DR Congo were deliberately gaming the reporting system by fabricating data (for example, by increasing the number of Ebola cases reported) to attract funding from the international organizations.",[1. 0. 0. 0. 0. 0. 0.]
Ambivalence of the political authorities; The ongoing outbreak was fabricated by politicians to destabilize the eastern part of the country. The Ebola outbreak was used as an excuse by the government to postpone elections in Beni and Butembo.,[1. 0. 0. 0. 0. 1. 0.]
Exclusion of some community leaders; Local gatekeepers and other well-known Ebola responders were not involved in the response efforts from the beginning.,[1. 0. 0. 0. 0. 0. 0.]
"Distrust of the political authorities in DR Congo; The national authorities were selfish and were working to make profit for themselves and their families; Doubt regarding the efficacy of the healthcare system, considering that most public health priorities had been neglected for years by government authorities; Interference with the presidential election and general poverty appeared to be the most important contributors to the distrust; Controversies among health officials regarding the use of a second vaccine against Ebola had even further eroded their trust in the health authorities; Not confident in the government’s intention to eradicate Ebola or improve the health of the population; Reluctance to visit a healthcare facility because they felt that it was no safe; Felt that for decades they had received little assistance from the healthcare system",[1. 0. 0. 0. 0. 1. 0.]
"Reduced trust in the healthcare system; Due to accessibility, affordability, acceptability, and respect for patients, traditional healers were more trusted and more integrated than the formal health system, where HCWs are sometimes mistrusted by patients; Most patients in remote areas face challenges to obtaining medical treatment from the formal health system for common ailments, and participants considered that the interest of HCWs in financial gain was too high; Lack of training for Ebola among some first-line HCWs",[1. 0. 0. 0. 1. 0. 0.]
"Physicians were depicted as “ignorant” who were not enough knowledgeable on vaccination, or as “pawns” of the vaccine industry who manipulate parents to incite them to vaccinate their children without even questioning it",[1. 0. 0. 0. 0. 0. 0.]
The pharmaceutical industry was accused of benefiting from the “vaccination market” and of encouraging vaccination,[1. 0. 0. 0. 0. 0. 0.]
"The media, accused of “misinforming” people by choosing not to communicate compromising information and therefore contributing to the “lies”, encouraged by vaccination lobbyists.",[1. 0. 0. 0. 0. 0. 0.]
Vaccination was unnatural and that it disrupted the natural order of things,[0. 0. 0. 0. 1. 0. 0.]
The human body “has been self-sufficient for years” and thus would not need vaccines,[0. 0. 0. 0. 1. 0. 0.]
The reduced occurrence of epidemics would not be due to vaccination but to other factors such as the improvement of hygiene conditions and eating habits.,[0. 0. 0. 0. 1. 0. 0.]
Vaccines were depicted as less and less effective or even useless,[1. 0. 0. 0. 0. 0. 0.]
The well-known and ordinary disease was confronted to the obscure vaccine whose components are unclear and harmful,[0. 0. 1. 0. 0. 0. 0.]
"Vaccination was presented as a violent process, some-times compared to a “poison” injected in a young defenceless body",[0. 0. 1. 0. 0. 0. 0.]
"Vaccination was accused of encouraging the development of severe diseases such as cancers, multiple sclerosis, autism, Alzheimer’s disease or Parkinson’s disease",[0. 0. 1. 0. 0. 0. 0.]
Adjuvants and preservatives included in vaccines were also called into question,[0. 0. 1. 0. 0. 0. 0.]
"Vaccines include toxic ingredients such as thimerosal, aluminum, mercury, antifreeze, and formaldehyde.",[0. 0. 1. 0. 0. 0. 0.]
"The toxic ingredients in influenza vaccines could cause severe side effects such as Guillain-Barre syndrome, acute disseminated encephalomyelitis, and liver dysfunction.",[0. 0. 1. 0. 0. 0. 0.]
"When individuals are inoculated with influenza vaccine, the immune system becomes suppressed and people are more susceptible to influenza and at higher risk of developing serious complications.",[0. 0. 1. 0. 1. 0. 0.]
The disadvantages of influenza vaccination outweigh the benefits.,[0. 0. 1. 0. 0. 0. 0.]
Pharmaceutical companies and hospitals generate excessive profits through the industry of influenza vaccines and that naive citizens are exploited by these entities.,[1. 0. 0. 0. 0. 0. 0.]
"There is a conspiracy involving mass media and the Ministry of Health, Labor and Welfare that has to do with the influenza vaccine industry.",[1. 0. 0. 0. 0. 0. 0.]
Denial of influenza vaccination efficacy based on scientific evidence; Denied the effectiveness of influenza vaccination by referring to epidemiological studies conducted both in Japan and abroad.,[1. 0. 0. 0. 0. 0. 0.]
Doubts were also raised about the epidemiological data referenced by influenza vaccine promoters.,[1. 0. 0. 0. 0. 0. 0.]
Denied the effect of influenza vaccine based on virology.,[1. 0. 0. 0. 0. 0. 0.]
The efficacy rates of influenza vaccination are low.,[1. 0. 0. 0. 0. 0. 0.]
Wrote cynically about the low influenza vaccination rate among health professionals.,[1. 0. 0. 0. 0. 0. 0.]
The remarks of health professionals who deny the effect of influenza vaccination were often quoted as grounds.,[1. 0. 0. 0. 0. 0. 0.]
Believe that something “natural” is inherently good or right whereas what is “unnatural” is bad or wrong; vaccines are unnatural and therefore bad and acquiring immunity naturally through infection is therefore better.,[0. 0. 0. 0. 1. 0. 0.]
"Instead of vaccination, authors recommended a balanced diet, moderate exercise, good sleep, coping with stress, and yoga; taking vitamin D, omega-3 fatty acids, and lactic acid bacteria; and alternative therapies.",[0. 0. 0. 0. 1. 0. 0.]
"Despised and distrusted physicians, media, and the government; Individuals should not be manipulated by wrong information and should actively identify and gather correct information by themselves.",[1. 0. 0. 0. 0. 0. 1.]
Rejected science and relied on subjectivity rather than objectivity.,[0. 0. 0. 0. 0. 0. 1.]
"Individuals described a mistrust of pharmaceutical companies, stating that they were either i) intentionally providing faulty vaccines to worsen the public’s health and create a dependence on medications; or ii) manufacturing vaccines which were ineffective or unsafe to make money. ",[1. 0. 0. 0. 0. 0. 0.]
"Physicians and public health, stating that they were linked to pharmaceutical companies and therefore pushing the manufacturers’ agendas, or working with government to spark fear in the public.",[1. 0. 0. 0. 0. 0. 0.]
"Safety of vaccines was discussed, for measles as well as other infectious diseases, particularly human papillomavirus (HPV).",[0. 0. 1. 0. 0. 0. 0.]
"Thimerosal, ‘‘toxins’’, ‘‘poisons’’, and mystery ingredients that have not been disclosed to the public",[0. 0. 1. 0. 0. 0. 0.]
They felt were not worth injecting into their bodies to avoid an infection that they assumed to be relatively harmless.,[0. 0. 1. 0. 0. 0. 0.]
"Mycosis, fatigue, autism, ADHD, liver issues, and other health issues they felt were caused by the vaccine.",[0. 0. 1. 0. 0. 0. 0.]
"The belief that even if the vaccine was effective, it was preventing a very rare disease, at the risk of exposing society to new health problems.",[0. 0. 1. 0. 0. 0. 0.]
The measles outbreak in Quebec sparked much debate about the vaccine’s efficacy.,[1. 0. 0. 0. 0. 0. 0.]
"several of those who were infected were individuals who had been vaccinated against measles, some believed this indicated a less-than-effective vaccine.",[1. 0. 0. 0. 0. 0. 0.]
"If the vaccine truly worked, none of those infected during the outbreak would have been previously vaccinated.",[1. 0. 0. 0. 0. 0. 0.]
"Sentiment that the H1N1 vaccination campaign had been a scam to frighten the public and boost vaccine sales for drug manufacturers, eroding trust in all public health efforts for some commenters.",[1. 0. 0. 0. 0. 0. 0.]
"Conspiracies between government and vaccine industries to spread fear about the pandemic, and increase vaccine sales.",[1. 0. 0. 0. 0. 0. 0.]
"Wrote about having acquired H1N1 or knowing someone who had, and finding it to be a very mild version of influenza, rather than life-threatening as reported.",[0. 0. 1. 0. 0. 0. 1.]
Felt that the choice to get vaccinated should be up to the individual or their caregiver,[0. 0. 0. 1. 0. 0. 0.]
Vaccination was not an issue of social responsibility; they should not be risking harm to themselves for the good of the public.,[0. 0. 0. 1. 0. 0. 0.]
"Those who were vaccinated would be protected if the vaccine truly worked. those individuals should not rely on others to get vaccinated, but should instead take all necessary precautions such as wearing facemasks, avoiding areas where infections are more rampant, and hygienic measures.",[1. 0. 0. 1. 1. 0. 0.]
Vaccination as an immune system-suppressing act; Vaccination was harmful to the body,[0. 0. 1. 0. 1. 0. 0.]
"Should be replaced with other health prevention measures such as hand-washing, proper hygiene, vitamin intake, etc.",[0. 0. 0. 0. 1. 0. 0.]
"If someone was healthy, their immune system would be capable of fighting off an infection using less invasive measures.",[0. 0. 0. 0. 1. 0. 0.]
"Even if the person got the infection, it would be benign and would prevent future recurrences by giving that individual lifelong immunity.",[0. 0. 1. 0. 1. 0. 0.]
The vaccine causes other illnesses to occur at the same time its administration.,[0. 0. 1. 0. 0. 0. 0.]
Developing a good immune system requires experiencing vaccine preventable diseases.,[0. 0. 0. 0. 1. 0. 0.]
Generalises from a single case (of vaccine failure) to suggesting the entire program is a failure.,[0. 0. 0. 0. 0. 0. 1.]
Unimmunised children are healthier.,[0. 0. 0. 0. 1. 0. 0.]
Children are being experimented on,[1. 1. 0. 0. 0. 0. 0.]
The decline of scarlet fever is largely due to the development of antibiotics and vaccination is irrelevant.,[0. 0. 0. 0. 1. 0. 0.]
"1. Chipping. The version of global conspiracy, operating on the ideas of “global vac- cination conspiracy”, “coercive chipping program founded by organizations fi- nanced by Bill Gates”. The most popular versions of this theory presented by celeb- rities received their unique subcodes: “Mikhalkov”, “Safin”, “Icke”.
2. Anti-globalism. The group of more abstract «enemy above» [40] theories proposes COVID-19 link with global conspiracy and global state or World empire. This type of theories is often connected with some elements of “Chipping theory” but do not represent it in its pure form.
3. Anti-vax. The criticism of vaccination and in some cases discussion of “global vac- cination conspiracy” but without any mentioning of chips and chipping.
4. “Russian conspiracy”. The versions related to criticism of the authorities, Russian state bodies and healthcare. These texts often contain accusations against the Gov- ernment of hiding real statistics and concealing true information.
5. Sensationalism. The versions which erratically use different elements of other the- ories including bold speculations, such as involvement of “Masonry” or “satanic cults”.",[1. 0. 0. 0. 0. 0. 0.]
influenza did not pose a threat for them; Fear of side effects,[0. 0. 1. 0. 0. 0. 0.]
The right to bodily integrity and self-determination; right to become ill and stay at home; influenza vaccine would entail more vaccinations; put them under too much pressure,[0. 0. 0. 1. 1. 0. 0.]
unlikely be effective; unsafe due to carrier substances; Mistrust of the incentive; conspiracy between physicians and pharma- ceutical companies,[1. 0. 1. 0. 0. 0. 0.]
subjectification of their daughters as sexual beings.;,[0. 1. 0. 0. 0. 0. 0.]
discursively shifting back and forth between the HPV vaccination and the Chernobyl accident.,[1. 0. 0. 0. 0. 0. 0.]
vaccines are a biological weapon and the most dangerous practice in the history of classical medicine,[1. 0. 1. 0. 0. 0. 0.]
"children developed SSPE due to vaccination, rather than after natural infection; MMR vaccine leads to autism",[0. 0. 1. 0. 0. 0. 0.]
vaccines contain mercury.,[0. 0. 1. 0. 0. 0. 0.]
serious adverse reactions were associated with simultaneous application of two vaccines;,[0. 0. 1. 0. 1. 0. 0.]
childhood contagious diseases should not be prevented because they provide better immunity as compared to vaccines ,[0. 0. 0. 0. 1. 0. 0.]
„no one could prove the benefits of vaccination“,[1. 0. 0. 0. 0. 0. 0.]
mothers evaluate success by examining the process of reaching decisions and their relative sense of control.,[0. 0. 0. 1. 0. 0. 1.]
longer- term concerns about Infertility,[0. 0. 1. 0. 0. 0. 0.]
ethylmercury as a preservative in vaccines;  fetal cells,[0. 1. 1. 0. 0. 0. 0.]
harm from vaccines are much more prevalent than admitted by the biomedical establishment,[1. 0. 1. 0. 0. 0. 0.]
"dis- trust in the organisations responsible for vaccine promotion and regulation; belief that vaccine safety testing is inadequate, flawed or biased.",[1. 0. 0. 0. 0. 0. 0.]
judged the risk of side effects from vaccination to be too severe to consider using vaccines for disease preven- tion,[0. 0. 1. 0. 0. 0. 0.]
too many vaccines are recom- mended at too-young an age,[0. 0. 1. 0. 1. 0. 0.]
"child or grandchild suffered a long-term or permanent injury or disability from vac- cination. Commonly reported problems were autism spec- trum disorder and other developmental disorders, allergies, and compromised immune system. ",[0. 0. 1. 0. 0. 0. 0.]
"threatening death in relation to the disease or specific danger to children due to adverse effects, on risk perception",[0. 0. 1. 0. 0. 0. 0.]
Children who have been reported as having reacted badly to MMR are not examined/parents dismissed/more research needed ,[1. 0. 0. 0. 0. 0. 0.]
Many reports of vaccination damage and regressive autism after vaccination,[0. 0. 1. 0. 0. 0. 0.]
Personal story of immune system negatively affected by MMR/measles vaccination,[0. 0. 0. 0. 0. 0. 1.]
Expression of distrust in government/pharmaceutical industry,[1. 0. 0. 0. 0. 0. 0.]
"No proof that vaccination was responsible for eradicating small pox, but it could have been caused by other factors, e.g., better sanitary and health care conditions",[0. 0. 0. 0. 1. 0. 0.]
 Infant mumps vaccination increases risk for outbreaks of mumps in older age groups,[0. 0. 0. 0. 1. 0. 0.]
"Mumps vaccination is motivated by economics, not health reasons",[1. 0. 0. 0. 0. 0. 0.]
Mumps in children is a mild disease with few complications,[0. 0. 1. 0. 0. 0. 0.]
Complications caused by mumps are rare,[0. 0. 1. 0. 0. 0. 0.]
"There are other ways than vaccination to protect others who are vulnerable, e.g., quarantine",[0. 0. 0. 1. 1. 0. 0.]
The risk of vaccination is higher than the risk of the disease,[0. 0. 1. 0. 0. 0. 0.]
"There is no need to take the risk of vaccination, since vaccination is unnecessary",[0. 0. 1. 0. 0. 0. 0.]
A child should not be vaccinated with the aim of protecting others,[0. 0. 0. 1. 0. 0. 0.]
Children should not receive vaccines when they are sick,[0. 0. 1. 0. 0. 0. 0.]
Natural infection is better than immunization,[0. 0. 0. 0. 1. 0. 0.]
The MMR vaccine causes autism,[0. 0. 1. 0. 0. 0. 0.]
Thimerosal in vaccines causes autism,[0. 0. 1. 0. 0. 0. 0.]
Aluminum in vaccines is unsafe,[0. 0. 1. 0. 0. 0. 0.]
The current immunization schedule is unsafe,[1. 0. 1. 0. 0. 0. 0.]
Receiving too many vaccines can overwhelm the immune system,[0. 0. 1. 0. 1. 0. 0.]
Receipt of HPV vaccine leads to promiscuity,[0. 1. 0. 0. 0. 0. 0.]
"Vaccines are “toxic” and contain antifreeze, mercury, ether, aluminum, human aborted fetal tissue, antibiotics, and other dangerous chemicals that can lead to autism and an assortment of chronic health conditions. Slogan: “Green our Vaccines”.",[0. 0. 1. 0. 0. 0. 0.]
"A child’s immune system is too immature to handle vaccines; they are given “too many, too soon” and the immune system becomes “overwhelmed,” leading to autism and an assortment of chronic health conditions.",[0. 0. 1. 0. 1. 0. 0.]
Vaccines are a tool of “Big Pharma;” individuals who promote them are merely profiting off of harm to children and/or paid off by pharmaceutical companies (“Pharma shills”).,[1. 0. 0. 0. 0. 0. 0.]
"“Natural immunity is better;” most vaccine-preventable diseases are harmless to most children, and natural exposure provides more long-lasting immunity. eg, “I had the chickenpox as a kid and I was just fine.” Some individuals may also have the mistaken belief that all “natural” infections confer life-long immunity, whereas all vaccine-derived immunity is short-lived.",[0. 0. 1. 0. 1. 0. 0.]
Vaccines have never been tested in a true “vaccinated versus unvaccinated” study; the vaccines in the current schedule have never been tested collectively.,[1. 0. 0. 0. 0. 0. 0.]
"Vaccines “shed” (can be transmitted by vaccinated individuals to others); therefore, cases of vaccine-preventable diseases in the population are driven by the vaccinated, not the unvaccinated.",[0. 0. 0. 0. 1. 0. 0.]
"The government, “Big Pharma,” and other entities are hiding the truth about vaccine injuries and deaths from the general public.",[1. 0. 0. 0. 0. 0. 0.]
"“My child, my choice;” argues that parents should be the sole
arbiter of vaccine uptake and vaccine mandates should be removed.",[0. 0. 0. 1. 0. 0. 0.]
Parents know their children best; parents are experts on children.,[0. 0. 0. 0. 0. 0. 1.]
Promotion of “natural” infection in place of vaccination.,[0. 0. 0. 0. 1. 0. 0.]
Cherry-pick experts who are outside of the mainstream to suggest vaccinations are more dangerous than mainstream science accepts.,[1. 0. 0. 0. 0. 0. 0.]
